cloud_service_id,processor_manufacturer,vcpu_memgb_ratio,gCO2eq24hs,cloud_provider_id,category,vcpu,architecture,daily_price,memory_gb,network,clock_speed_ghz,graviton_suggestion,instance_id,memgb_vcpu_ratio,gpu
aws-ec2,intel,0.03278688524590164,936.7,aws,compute,4,x86_64,20.02,122,Up to 10 Gigabit,2.3,no_equivalent,x1e.xlarge,30.5,0
aws-ec2,graviton,0.0625,6314.3,aws,compute,48,arm64,96.19,768,20 Gigabit,2.5,,x2gd.12xlarge,16,0
aws-ec2,graviton,0.0625,8419.1,aws,compute,64,arm64,128.26,1024,25 Gigabit,2.5,,x2gd.16xlarge,16,0
aws-ec2,graviton,0.0625,1053,aws,compute,8,arm64,16.03,128,Up to 10 Gigabit,2.5,,x2gd.2xlarge,16,0
aws-ec2,graviton,0.0625,2104.8,aws,compute,16,arm64,32.06,256,Up to 10 Gigabit,2.5,,x2gd.4xlarge,16,0
aws-ec2,graviton,0.0625,4209.5,aws,compute,32,arm64,64.13,512,12 Gigabit,2.5,,x2gd.8xlarge,16,0
aws-ec2,graviton,0.0625,262.3,aws,compute,2,arm64,4.01,32,Up to 10 Gigabit,2.5,,x2gd.large,16,0
aws-ec2,graviton,0.0625,131.8,aws,compute,1,arm64,2,16,Up to 10 Gigabit,2.5,,x2gd.medium,16,0
aws-ec2,graviton,0.0625,,aws,compute,64,arm64,128.26,1024,25 Gigabit,2.5,,x2gd.metal,16,0
aws-ec2,graviton,0.0625,525.9,aws,compute,4,arm64,8.02,64,Up to 10 Gigabit,2.5,,x2gd.xlarge,16,0
aws-ec2,intel,0.125,8813,aws,compute,48,x86_64,107.14,384,25 Gigabit,4,no_equivalent,z1d.12xlarge,8,0
aws-ec2,intel,0.125,1468.4,aws,compute,8,x86_64,17.86,64,Up to 10 Gigabit,4,no_equivalent,z1d.2xlarge,8,0
aws-ec2,intel,0.125,2203.9,aws,compute,12,x86_64,26.78,96,Up to 10 Gigabit,4,no_equivalent,z1d.3xlarge,8,0
aws-ec2,intel,0.125,4406.5,aws,compute,24,x86_64,53.57,192,10 Gigabit,4,no_equivalent,z1d.6xlarge,8,0
aws-ec2,intel,0.125,367.7,aws,compute,2,x86_64,4.46,16,Up to 10 Gigabit,4,no_equivalent,z1d.large,8,0
aws-ec2,intel,0.125,,aws,compute,48,x86_64,107.14,384,25 Gigabit,4,no_equivalent,z1d.metal,8,0
aws-ec2,intel,0.125,735.4,aws,compute,4,x86_64,8.93,32,Up to 10 Gigabit,4,no_equivalent,z1d.xlarge,8,0
